Airline,FlightNumber,Departure,Arrival,DepartureTime,ArrivalTime,Delay
British Airways,9019,Berlin,Rome,Morning,Evening,Delayed
Etihad Airways,3661,Tokyo,Rome,Night,Afternoon,Delayed
Qatar Airways,9931,London,Rome,Evening,Afternoon,On Time
South Korea Air,2306,New York,Doha,Afternoon,Night,On Time
Saudi Arabian Airlines,9262,Paris,Madrid,Evening,Afternoon,Cancelled
British Airways,2233,Rome,New York,Night,Night,On Time
Etihad Airways,5056,Doha,Tokyo,Night,Evening,On Time
Japan Airlines,9285,Dubai,London,Evening,Night,On Time
Lufthansa,8713,Rome,Doha,Afternoon,Afternoon,Cancelled
South Korea Air,8095,Sydney,London,Morning,Night,Delayed
Etihad Airways,5591,New York,Dubai,Afternoon,Morning,On Time
Japan Airlines,8033,London,London,Afternoon,Afternoon,Cancelled
Swiss International Air Lines,2441,Sydney,Sydney,Morning,Night,On Time
South Korea Air,1549,New York,London,Night,Night,Cancelled
British Airways,4568,Tokyo,Rome,Night,Night,On Time
Kuwait Airways,9281,Tokyo,Doha,Evening,Evening,Delayed
ANA,6578,Madrid,Berlin,Night,Night,Cancelled
Delta Airlines,8624,Rome,Madrid,Morning,Evening,On Time
ANA,8873,New York,Rome,Afternoon,Morning,On Time
Turkish Airlines,6068,New York,Tokyo,Night,Afternoon,Delayed
Delta Airlines,5868,London,Doha,Morning,Night,Cancelled
ANA,9429,Doha,New York,Evening,Morning,Delayed
Etihad Airways,341,Tokyo,Doha,Afternoon,Afternoon,On Time
British Airways,5429,New York,New York,Night,Evening,On Time
Lufthansa,4062,Doha,Rome,Morning,Afternoon,Cancelled
Qatar Airways,2059,Paris,Madrid,Night,Night,On Time
Saudi Arabian Airlines,5684,Doha,Tokyo,Morning,Afternoon,Delayed
British Airways,5500,Doha,Tokyo,Morning,Evening,On Time
Emirates,8728,Sydney,Sydney,Night,Afternoon,Cancelled
Emirates,5322,Rome,Madrid,Evening,Night,Delayed
Kuwait Airways,4641,London,Berlin,Afternoon,Evening,On Time
Japan Airlines,938,Madrid,London,Afternoon,Evening,On Time
British Airways,7609,Doha,New York,Morning,Morning,Delayed
South Korea Air,1667,Madrid,Paris,Evening,Evening,Delayed
Kuwait Airways,7603,Tokyo,Berlin,Night,Evening,Delayed
ANA,5070,Paris,New York,Evening,Night,On Time
Etihad Airways,1465,Paris,Berlin,Afternoon,Night,Delayed
Delta Airlines,3906,Tokyo,New York,Morning,Evening,Cancelled
British Airways,3898,Paris,London,Night,Evening,Delayed
ITA Airways,2812,Berlin,Doha,Night,Night,On Time
Delta Airlines,611,Paris,Dubai,Morning,Afternoon,Cancelled
Swiss International Air Lines,7211,Dubai,New York,Morning,Morning,Cancelled
Saudi Arabian Airlines,4813,London,Doha,Afternoon,Afternoon,Delayed
Air Algerie,380,London,London,Afternoon,Afternoon,Delayed
Lufthansa,2007,Dubai,New York,Morning,Afternoon,Cancelled
Swiss International Air Lines,6518,Rome,Berlin,Evening,Afternoon,Cancelled
Swiss International Air Lines,4710,Madrid,Doha,Morning,Evening,On Time
ITA Airways,3732,New York,Berlin,Evening,Night,Cancelled
Delta Airlines,4791,Rome,New York,Morning,Night,Cancelled
Kuwait Airways,5716,Sydney,New York,Afternoon,Night,Cancelled
Delta Airlines,6516,New York,London,Afternoon,Morning,Cancelled
British Airways,3612,Madrid,Sydney,Night,Night,Delayed
American Airlines,7475,Berlin,Tokyo,Morning,Afternoon,On Time
American Airlines,3634,Rome,New York,Morning,Night,Delayed
Swiss International Air Lines,6366,Rome,London,Morning,Evening,Cancelled
Saudi Arabian Airlines,6913,Dubai,London,Night,Morning,On Time
Kuwait Airways,4082,Doha,Madrid,Evening,Afternoon,Delayed
Emirates,1568,Madrid,New York,Morning,Morning,Cancelled
Swiss International Air Lines,6879,Sydney,London,Morning,Evening,On Time
Japan Airlines,8441,Paris,Rome,Night,Afternoon,On Time
British Airways,8390,Sydney,Rome,Afternoon,Night,Cancelled
Delta Airlines,3691,Madrid,Tokyo,Night,Afternoon,Cancelled
Etihad Airways,8250,New York,Doha,Afternoon,Morning,On Time
Delta Airlines,344,Doha,London,Afternoon,Evening,On Time
Japan Airlines,4066,Sydney,Rome,Night,Night,On Time
Delta Airlines,8274,Doha,Madrid,Afternoon,Afternoon,Delayed
South Korea Air,7104,London,New York,Morning,Afternoon,On Time
ANA,8696,London,Rome,Night,Night,Delayed
ITA Airways,1700,Dubai,New York,Night,Evening,Delayed
Kuwait Airways,6440,Madrid,Madrid,Evening,Afternoon,Delayed
Saudi Arabian Airlines,6741,Doha,Doha,Evening,Night,Delayed
Swiss International Air Lines,1752,New York,Tokyo,Evening,Morning,Cancelled
South Korea Air,7424,Tokyo,Madrid,Night,Morning,Cancelled
American Airlines,5899,Paris,Dubai,Afternoon,Morning,Cancelled
South Korea Air,8173,Rome,Sydney,Morning,Night,Delayed
Kuwait Airways,5936,New York,Tokyo,Evening,Morning,On Time
American Airlines,701,Berlin,Paris,Afternoon,Evening,Delayed
Etihad Airways,871,New York,Sydney,Evening,Morning,Delayed
Saudi Arabian Airlines,2423,London,Doha,Morning,Morning,Delayed
Qatar Airways,8116,Tokyo,Berlin,Morning,Evening,Cancelled
Swiss International Air Lines,8987,Doha,Dubai,Night,Evening,Delayed
Delta Airlines,8109,New York,London,Afternoon,Morning,On Time
Emirates,9381,Berlin,Paris,Morning,Afternoon,On Time
Lufthansa,6740,Tokyo,London,Evening,Night,On Time
British Airways,9075,Tokyo,Madrid,Night,Morning,Delayed
Saudi Arabian Airlines,6059,Sydney,Dubai,Night,Evening,On Time
Etihad Airways,1078,Rome,Doha,Evening,Morning,On Time
Delta Airlines,2624,Doha,Paris,Evening,Night,Delayed
American Airlines,2991,Madrid,Doha,Night,Morning,Cancelled
British Airways,2619,Doha,Sydney,Evening,Afternoon,Cancelled
Air Algerie,6520,London,Paris,Evening,Evening,Delayed
South Korea Air,1035,Paris,Rome,Evening,Afternoon,Delayed
American Airlines,5209,Paris,Rome,Night,Afternoon,On Time
American Airlines,3631,Tokyo,Doha,Night,Afternoon,Delayed
Swiss International Air Lines,5502,Paris,Madrid,Morning,Morning,Cancelled
British Airways,340,New York,Doha,Afternoon,Evening,Delayed
South Korea Air,7663,Madrid,Tokyo,Afternoon,Night,On Time
Air Algerie,7905,Dubai,Berlin,Night,Night,Delayed
Swiss International Air Lines,9166,Doha,Tokyo,Morning,Evening,Delayed
Delta Airlines,3609,New York,Paris,Afternoon,Evening,Delayed
Japan Airlines,2389,Doha,New York,Morning,Afternoon,On Time
Saudi Arabian Airlines,4759,Doha,Tokyo,Night,Evening,Cancelled
Air Algerie,8935,Berlin,Paris,Evening,Morning,Cancelled
ITA Airways,9796,Paris,Rome,Evening,Night,On Time
Etihad Airways,9593,Rome,Rome,Evening,Evening,Delayed
Saudi Arabian Airlines,3096,Berlin,Dubai,Afternoon,Morning,Delayed
Kuwait Airways,5818,Doha,Paris,Night,Evening,Delayed
Etihad Airways,6805,Tokyo,Dubai,Afternoon,Night,Cancelled
British Airways,3293,Sydney,London,Night,Morning,Delayed
Saudi Arabian Airlines,5039,Doha,Sydney,Afternoon,Night,On Time
Air Algerie,5667,London,Berlin,Morning,Morning,On Time
Saudi Arabian Airlines,8323,Sydney,London,Morning,Afternoon,Cancelled
Kuwait Airways,872,Doha,New York,Evening,Morning,Cancelled
Delta Airlines,9359,New York,Rome,Afternoon,Afternoon,Cancelled
Etihad Airways,222,London,London,Afternoon,Afternoon,Cancelled
Saudi Arabian Airlines,5646,London,Berlin,Afternoon,Afternoon,Delayed
Emirates,3718,New York,New York,Night,Afternoon,Cancelled
Air Algerie,4137,New York,New York,Morning,Afternoon,Cancelled
Japan Airlines,4021,Sydney,Doha,Evening,Morning,Cancelled
ITA Airways,1692,Madrid,Sydney,Night,Evening,Cancelled
Air Algerie,8861,Dubai,Tokyo,Night,Evening,On Time
Japan Airlines,4342,New York,Tokyo,Evening,Afternoon,Delayed
Lufthansa,1325,Berlin,New York,Afternoon,Afternoon,Delayed
ANA,5144,Paris,Dubai,Evening,Morning,On Time
Japan Airlines,8188,Doha,London,Evening,Evening,Delayed
South Korea Air,7901,Berlin,Dubai,Night,Night,Cancelled
ITA Airways,2476,Dubai,Doha,Night,Night,Cancelled
Etihad Airways,2835,London,Dubai,Afternoon,Afternoon,On Time
Air Algerie,628,Sydney,Berlin,Night,Morning,Delayed
American Airlines,3951,Paris,Berlin,Night,Afternoon,Delayed
Qatar Airways,1829,Madrid,Doha,Evening,Afternoon,Cancelled
Japan Airlines,864,Dubai,Madrid,Morning,Morning,Cancelled
Qatar Airways,8403,Rome,Paris,Morning,Afternoon,Cancelled
Etihad Airways,428,New York,Paris,Evening,Evening,Delayed
Air Algerie,7295,Berlin,London,Night,Evening,Cancelled
Kuwait Airways,5451,Rome,Paris,Evening,Morning,Delayed
South Korea Air,6409,Rome,Doha,Afternoon,Afternoon,Delayed
Saudi Arabian Airlines,877,Rome,Doha,Morning,Morning,Delayed
Air Algerie,1336,Tokyo,Rome,Evening,Afternoon,Cancelled
Swiss International Air Lines,6137,Doha,Dubai,Night,Morning,Cancelled
British Airways,1994,New York,Madrid,Night,Night,Cancelled
ITA Airways,4949,New York,New York,Night,Morning,On Time
Lufthansa,1085,New York,Dubai,Morning,Night,Delayed
Kuwait Airways,5753,Sydney,Berlin,Night,Evening,Delayed
Saudi Arabian Airlines,1985,Dubai,Madrid,Morning,Evening,Cancelled
Swiss International Air Lines,6017,Doha,Paris,Morning,Evening,Cancelled
ANA,2485,Tokyo,Dubai,Night,Afternoon,Delayed
Qatar Airways,5129,Dubai,Doha,Evening,Night,Cancelled
Swiss International Air Lines,1487,Doha,Rome,Afternoon,Afternoon,Delayed
ANA,9637,Berlin,Doha,Morning,Night,Cancelled
Turkish Airlines,3216,London,London,Night,Evening,Cancelled
Air Algerie,8700,Rome,Doha,Morning,Morning,Cancelled
South Korea Air,121,London,London,Afternoon,Afternoon,Cancelled
British Airways,5270,New York,Rome,Afternoon,Night,Cancelled
American Airlines,390,Madrid,Dubai,Night,Evening,Delayed
Saudi Arabian Airlines,9942,Sydney,Tokyo,Night,Morning,Cancelled
Turkish Airlines,4560,Tokyo,Madrid,Morning,Morning,Cancelled
Qatar Airways,2781,New York,Tokyo,Evening,Afternoon,Cancelled
Turkish Airlines,5571,Doha,New York,Afternoon,Night,Cancelled
Japan Airlines,5993,New York,New York,Night,Morning,Cancelled
Etihad Airways,6199,New York,Sydney,Afternoon,Night,Cancelled
Saudi Arabian Airlines,3712,Berlin,Berlin,Afternoon,Evening,On Time
South Korea Air,4331,Rome,Berlin,Evening,Afternoon,On Time
Qatar Airways,7411,Rome,Madrid,Morning,Morning,On Time
Turkish Airlines,6691,London,Tokyo,Night,Night,On Time
Kuwait Airways,2286,Dubai,Paris,Morning,Night,Delayed
South Korea Air,9836,Tokyo,Sydney,Morning,Morning,Cancelled
American Airlines,1172,Doha,London,Morning,Morning,Delayed
South Korea Air,1405,Rome,Rome,Morning,Afternoon,Cancelled
Etihad Airways,8628,Tokyo,New York,Morning,Night,On Time
Turkish Airlines,3478,Dubai,Doha,Morning,Evening,Cancelled
ITA Airways,9981,Rome,Madrid,Night,Morning,On Time
Delta Airlines,7072,London,Paris,Evening,Evening,Cancelled
Air Algerie,5488,London,Tokyo,Evening,Evening,On Time
Delta Airlines,9217,New York,Tokyo,Afternoon,Morning,Delayed
Lufthansa,1234,Dubai,New York,Morning,Night,On Time
Kuwait Airways,6707,Rome,Madrid,Evening,Afternoon,Delayed
Air Algerie,3243,Tokyo,Dubai,Evening,Morning,On Time
Qatar Airways,6599,Sydney,London,Evening,Morning,On Time
South Korea Air,8467,Sydney,Dubai,Morning,Afternoon,Delayed
Etihad Airways,2118,Rome,Tokyo,Morning,Afternoon,On Time
ANA,5805,Tokyo,London,Evening,Morning,On Time
South Korea Air,2094,New York,Sydney,Afternoon,Afternoon,Delayed
Air Algerie,4934,Doha,Paris,Afternoon,Evening,Delayed
Delta Airlines,8898,Madrid,Doha,Evening,Afternoon,On Time
British Airways,6495,Sydney,Dubai,Afternoon,Night,Delayed
Lufthansa,5752,New York,Doha,Evening,Afternoon,On Time
ITA Airways,6831,Doha,Sydney,Evening,Morning,Delayed
Emirates,6235,Dubai,New York,Night,Evening,Delayed
South Korea Air,2765,Doha,Tokyo,Night,Night,On Time
ITA Airways,1303,Doha,Rome,Night,Night,Delayed
Swiss International Air Lines,2045,New York,Rome,Morning,Morning,On Time
British Airways,8794,Sydney,London,Evening,Night,Cancelled
Emirates,4746,London,Tokyo,Afternoon,Morning,Cancelled
Japan Airlines,7857,Rome,Madrid,Night,Evening,On Time
Saudi Arabian Airlines,8436,Tokyo,Paris,Night,Evening,On Time
Lufthansa,8884,Rome,Sydney,Evening,Night,Delayed
ANA,1631,Doha,Dubai,Afternoon,Night,Delayed
American Airlines,1918,New York,London,Afternoon,Evening,Cancelled
Saudi Arabian Airlines,7561,Dubai,Madrid,Morning,Afternoon,On Time
Kuwait Airways,6783,New York,London,Evening,Morning,On Time
Turkish Airlines,7432,London,Rome,Afternoon,Night,Cancelled
Air Algerie,9975,Sydney,Tokyo,Evening,Evening,Delayed
Saudi Arabian Airlines,4290,Doha,Tokyo,Afternoon,Night,On Time
Air Algerie,5827,Tokyo,London,Morning,Night,Cancelled
Saudi Arabian Airlines,6316,Sydney,Madrid,Afternoon,Evening,Delayed
Air Algerie,6220,Madrid,Tokyo,Morning,Morning,Cancelled
ANA,7466,New York,Paris,Evening,Night,Cancelled
Air Algerie,9374,Paris,Dubai,Night,Afternoon,On Time
Etihad Airways,5723,Madrid,London,Morning,Evening,Delayed
Qatar Airways,1633,Rome,Madrid,Night,Evening,Cancelled
Japan Airlines,9555,Doha,Paris,Morning,Night,Delayed
ITA Airways,159,Paris,New York,Evening,Night,Delayed
Turkish Airlines,1730,Doha,London,Morning,Evening,On Time
Delta Airlines,2568,London,Rome,Evening,Night,Delayed
Lufthansa,6188,Paris,Sydney,Night,Morning,Cancelled
British Airways,2275,London,London,Night,Morning,Delayed
Delta Airlines,5072,London,New York,Night,Evening,On Time
Delta Airlines,4810,Berlin,Dubai,Night,Night,On Time
South Korea Air,3376,Paris,Doha,Evening,Morning,Cancelled
Kuwait Airways,3347,London,Sydney,Evening,Morning,Delayed
British Airways,7594,New York,Tokyo,Evening,Evening,Delayed
ANA,9836,Madrid,Sydney,Night,Night,Cancelled
ITA Airways,6186,Berlin,Doha,Afternoon,Night,Delayed
Saudi Arabian Airlines,8733,Tokyo,London,Night,Morning,On Time
Japan Airlines,7942,Berlin,Madrid,Afternoon,Evening,Delayed
Japan Airlines,5995,Paris,London,Night,Morning,On Time
Emirates,4872,Berlin,Madrid,Afternoon,Evening,On Time
British Airways,1728,Dubai,Doha,Evening,Night,On Time
Turkish Airlines,3776,Madrid,London,Morning,Morning,On Time
Turkish Airlines,2157,Tokyo,Dubai,Afternoon,Night,Delayed
Turkish Airlines,8916,Tokyo,Madrid,Morning,Afternoon,On Time
Air Algerie,966,New York,New York,Afternoon,Afternoon,On Time
ANA,4825,Berlin,Madrid,Morning,Morning,Cancelled
Emirates,5901,Tokyo,Rome,Morning,Night,Cancelled
Air Algerie,4478,Doha,Tokyo,Morning,Night,On Time
Swiss International Air Lines,1959,New York,London,Morning,Night,On Time
Japan Airlines,5004,Madrid,Tokyo,Night,Afternoon,Cancelled
Kuwait Airways,6953,London,Dubai,Morning,Evening,On Time
ITA Airways,6718,Tokyo,Dubai,Morning,Morning,Cancelled
Swiss International Air Lines,6049,Berlin,Sydney,Morning,Morning,On Time
British Airways,5037,Rome,Sydney,Night,Night,Delayed
Air Algerie,3964,Madrid,Berlin,Night,Morning,Cancelled
American Airlines,645,London,Rome,Evening,Afternoon,On Time
ANA,8338,Berlin,Berlin,Evening,Afternoon,Delayed
Japan Airlines,4641,Dubai,Paris,Evening,Night,Cancelled
Kuwait Airways,1006,London,Tokyo,Night,Night,On Time
ITA Airways,7080,London,Sydney,Morning,Afternoon,Delayed
Etihad Airways,2909,Rome,New York,Evening,Morning,Cancelled
Japan Airlines,6671,Sydney,Tokyo,Afternoon,Evening,Delayed
ANA,4541,New York,Madrid,Night,Morning,Delayed
Lufthansa,1252,Berlin,Madrid,Morning,Evening,On Time
British Airways,4381,Madrid,Paris,Evening,Night,Delayed
Kuwait Airways,9948,Doha,Sydney,Morning,Morning,On Time
Air Algerie,831,London,New York,Night,Morning,Delayed
Turkish Airlines,2601,Madrid,Rome,Night,Evening,Cancelled
Swiss International Air Lines,4426,Madrid,Berlin,Night,Afternoon,Delayed
Swiss International Air Lines,4702,Madrid,Dubai,Evening,Evening,Delayed
Emirates,5489,Doha,Doha,Night,Evening,On Time
ANA,7536,Paris,Sydney,Morning,Morning,Delayed
ITA Airways,5729,Madrid,New York,Evening,Afternoon,On Time
ITA Airways,4543,Dubai,London,Evening,Morning,On Time
Saudi Arabian Airlines,2067,Doha,Tokyo,Afternoon,Evening,Delayed
Air Algerie,5535,Dubai,Sydney,Afternoon,Evening,Cancelled
ITA Airways,4561,New York,Paris,Morning,Afternoon,On Time
Emirates,356,Rome,Paris,Morning,Evening,Delayed
Lufthansa,7217,Rome,Sydney,Afternoon,Morning,Delayed
British Airways,5091,Sydney,Paris,Night,Night,On Time
Emirates,4274,Tokyo,Sydney,Morning,Morning,Delayed
Saudi Arabian Airlines,6402,Berlin,Doha,Night,Night,On Time
ITA Airways,2230,Berlin,New York,Night,Afternoon,On Time
Saudi Arabian Airlines,6355,Madrid,Dubai,Evening,Night,Cancelled
Lufthansa,9176,Doha,London,Night,Morning,Delayed
Kuwait Airways,7778,Madrid,Sydney,Evening,Night,Cancelled
Saudi Arabian Airlines,6140,Berlin,Dubai,Morning,Afternoon,On Time
Lufthansa,9532,Berlin,New York,Night,Evening,On Time
Qatar Airways,3057,Sydney,Paris,Evening,Morning,Cancelled
Swiss International Air Lines,6584,New York,New York,Afternoon,Afternoon,Cancelled
Swiss International Air Lines,6920,New York,Rome,Morning,Afternoon,Delayed
ANA,5580,Berlin,Madrid,Morning,Morning,On Time
Air Algerie,6985,Paris,Madrid,Night,Morning,On Time
Kuwait Airways,7505,Tokyo,Dubai,Night,Afternoon,Cancelled
Turkish Airlines,5358,Rome,Sydney,Afternoon,Afternoon,Delayed
Saudi Arabian Airlines,8506,Doha,Paris,Night,Afternoon,Cancelled
Kuwait Airways,2861,Sydney,Madrid,Night,Evening,Cancelled
Lufthansa,6319,Sydney,Doha,Evening,Evening,On Time
Japan Airlines,9712,Rome,New York,Night,Morning,Cancelled
Japan Airlines,4971,Paris,Rome,Night,Afternoon,Cancelled
Turkish Airlines,6706,London,Tokyo,Evening,Night,Cancelled
Swiss International Air Lines,8166,Rome,Doha,Evening,Morning,Cancelled
Delta Airlines,5133,New York,New York,Night,Afternoon,Cancelled
ITA Airways,9245,Sydney,London,Morning,Evening,On Time
ITA Airways,503,Paris,Sydney,Morning,Morning,Cancelled
Saudi Arabian Airlines,3079,Berlin,Dubai,Night,Afternoon,On Time
South Korea Air,2944,New York,Madrid,Night,Evening,Cancelled
Japan Airlines,5988,Berlin,Berlin,Evening,Evening,Cancelled
Saudi Arabian Airlines,1341,Paris,London,Evening,Afternoon,Delayed
Japan Airlines,9530,Madrid,London,Night,Afternoon,Cancelled
Etihad Airways,9521,Madrid,Berlin,Night,Afternoon,On Time
American Airlines,2059,Sydney,Berlin,Morning,Afternoon,Cancelled
Swiss International Air Lines,7476,Paris,New York,Night,Evening,Delayed
Lufthansa,7884,Madrid,London,Evening,Morning,Delayed
Japan Airlines,1124,Dubai,Madrid,Afternoon,Morning,On Time
Turkish Airlines,1840,Dubai,Doha,Afternoon,Afternoon,On Time
British Airways,9550,Rome,Sydney,Evening,Night,On Time
Japan Airlines,8918,Doha,New York,Night,Morning,Cancelled
Swiss International Air Lines,9372,New York,Paris,Evening,Evening,Cancelled
American Airlines,7453,Madrid,Paris,Afternoon,Evening,Cancelled
Kuwait Airways,4050,Doha,Paris,Night,Night,Delayed
Etihad Airways,9119,Berlin,Tokyo,Evening,Night,On Time
British Airways,7282,Doha,Sydney,Evening,Morning,On Time
Lufthansa,6710,Dubai,New York,Morning,Afternoon,On Time
Swiss International Air Lines,223,Dubai,Dubai,Night,Afternoon,On Time
Delta Airlines,3434,Sydney,Dubai,Evening,Evening,Cancelled
Air Algerie,2521,Dubai,Sydney,Night,Morning,Cancelled
Etihad Airways,6755,Dubai,Doha,Night,Evening,On Time
Swiss International Air Lines,8719,Paris,Madrid,Night,Evening,Delayed
Japan Airlines,3064,Doha,Madrid,Night,Evening,Delayed
Turkish Airlines,5093,Paris,Sydney,Morning,Evening,On Time
Emirates,6440,Dubai,Madrid,Night,Afternoon,Delayed
British Airways,1523,Dubai,New York,Night,Afternoon,Cancelled
Swiss International Air Lines,7620,London,Tokyo,Evening,Evening,Delayed
Kuwait Airways,6442,Rome,London,Morning,Night,Delayed
Lufthansa,2358,Rome,New York,Afternoon,Afternoon,On Time
South Korea Air,6682,Berlin,Berlin,Night,Night,Delayed
Japan Airlines,7240,Rome,Doha,Afternoon,Afternoon,Delayed
Qatar Airways,2031,Sydney,London,Night,Afternoon,Delayed
Japan Airlines,9784,London,Berlin,Afternoon,Evening,Cancelled
Saudi Arabian Airlines,7851,Berlin,Berlin,Night,Night,Cancelled
South Korea Air,2346,New York,Sydney,Afternoon,Evening,Cancelled
Swiss International Air Lines,3079,Doha,Dubai,Evening,Night,Delayed
Emirates,2521,Doha,Sydney,Evening,Evening,Cancelled
Etihad Airways,2411,Berlin,Doha,Evening,Morning,Cancelled
ITA Airways,3855,Sydney,Dubai,Morning,Afternoon,On Time
Kuwait Airways,8641,Madrid,London,Afternoon,Night,Cancelled
Air Algerie,3195,New York,Sydney,Night,Afternoon,Delayed
Delta Airlines,8813,Tokyo,Doha,Afternoon,Morning,Delayed
Emirates,2613,Madrid,Madrid,Morning,Evening,On Time
Swiss International Air Lines,2001,Berlin,Madrid,Evening,Afternoon,Delayed
Swiss International Air Lines,4722,Tokyo,Doha,Morning,Morning,Delayed
American Airlines,1811,New York,Madrid,Afternoon,Morning,Cancelled
Kuwait Airways,9028,Berlin,Tokyo,Morning,Night,Cancelled
American Airlines,9641,London,Madrid,Morning,Afternoon,Delayed
Turkish Airlines,4463,Rome,New York,Afternoon,Afternoon,Delayed
Delta Airlines,4248,Rome,Sydney,Morning,Morning,Cancelled
